Friday the 13th: Killer Puzzle,0,2.0,Integrated Graphics,0.29296875,Free to Play Violent Gore Puzzle Horror Indie Casual Multiplayer Singleplayer Strategy Blood Funny Action 1980s Turn-Based Strategy Co-op,12 Apr, 2018,2909,94
Mayan Prophecies: Ship of Spirits Collector's Edition,120.000,0.5,,2.044921875,Adventure Casual Hidden Object,6 Jan, 2017,,0
Wizardry 8,120.000,0.0625,8MB 3D Accelerated Video Card,2.0,RPG Party-Based RPG Classic Turn-Based Combat Adventure Fantasy First-Person Turn-Based Dungeon Crawler CRPG Singleplayer Exploration Old School Atmospheric Sci-fi,15 Nov, 2001,398,92
Conquest of Elysium 4,220.000,1.0,OpenGL,2.0,Strategy Indie Turn-Based Fantasy Turn-Based Strategy 4X Multiplayer Rogue-like Singleplayer Moddable,16 Nov, 2015,272,91
Deponia Doomsday,188.000,2.0,ATI Radeon HD 3400 Series, Geforce 9400 Series with at least 512 MB VRAM,3.41796875,Adventure Point & Click Comedy Time Travel Singleplayer Indie Story Rich Funny Steampunk Puzzle Hand-drawn Dark Humor Great Soundtrack,1 Mar, 2016,1285,86
Zero Escape: Zero Time Dilemma,310.000,4.0,NVIDIA GeForce GTX650 1GB or AMD HD 7700 1GB(DirectX 11 graphic card required),4.0,Puzzle Psychological Horror Visual Novel Story Rich Mystery Choices Matter Anime Adventure Horror Sci-fi Great Soundtrack Singleplayer Mature Gore Multiple Endings Thriller Atmospheric Dark Point & Click Detective,29 Jun, 2016,1357,91
Full Mojo Rampage,150.000,2.0,Nvidia Geforce 8800GT or ATI Radeon HD 3870 or better,1.0,Action Rogue-like RPG Indie Co-op Local Multiplayer Rogue-lite Online Co-Op Multiplayer Twin Stick Shooter Local Co-Op Top-Down Procedural Generation Difficult,8 May, 2014,465,85
King's Bounty: Warriors of the North,120.000,1.0,nVidia or AMD card with 256 Mb VRAM or more,0,RPG Strategy Turn-Based Strategy Tactical Turn-Based Strategy RPG Fantasy Tactical RPG Adventure Hex Grid,25 Oct, 2012,457,79
Aim Theory - Trainer,58.000,2.0,GTX 560,0.48828125,Action FPS Shooter Sports,15 Nov, 2018,,0
Shift Happens,165.000,2.0,Mobility Radeon HD 5650,8.0,Co-op Local Co-Op Online Co-Op Puzzle-Platformer Local Multiplayer Indie Multiplayer Controller Action 2.5D Puzzle Great Soundtrack Early Access Platformer,22 Feb, 2017,182,92
Pajama Sam's Lost & Found,70.000,0.5,100% DirectX compatible graphics,0.5,Casual Family Friendly Adventure Point & Click,31 Dec, 1998,11,72
Gal*Gun: Double Peace,310.000,6.0,NVIDIA GeForce GTS 450 / ATI Radeon HD 5870,10.0,Sexual Content Anime Nudity Mature Cute On-Rails Shooter Action Dating Sim Singleplayer Adventure Visual Novel FPS Comedy Memes Romance Story Rich Funny Great Soundtrack Family Friendly Survival Horror,27 Sep, 2016,1231,85
Save 35% on Mary Skelter: Nightmares,143.000,1.0,DirectX 11 compatible graphics card,6.0,RPG Adventure Dungeon Crawler Anime Strategy Sexual Content JRPG Turn-Based Singleplayer Fantasy Nudity Horror Grid-Based Movement Visual Novel,19 Jul, 2018,143,88
FATE: The Traitor Soul,Not Available,0.3408203125,32MB, 3D hardware acceleration required,0.390625,RPG Action Adventure Dungeon Crawler Action RPG Hack and Slash Singleplayer Loot,9 Sep, 2009,121,88
Choice of Magics,90.000,0,,0,Indie Adventure RPG Text-Based Choose Your Own Adventure,10 Aug, 2018,63,95
NOCE,180.000,1.0,,0.48828125,Indie Action Female Protagonist,26 Nov, 2018,,0
Save 20% on Dungeon Warfare 2,132.000,2.0,Graphic Card with at least 256MB of VRAM,0.09765625,Indie Strategy Tower Defense Pixel Graphics 2D,6 Jul, 2018,318,89
Chaos on Deponia,188.000,0.5,,0,Adventure Point & Click Comedy Indie Singleplayer Puzzle Hand-drawn Dark Humor Funny Sci-fi Dystopian Sequel Atmospheric Great Soundtrack Steampunk Story Rich,6 Nov, 2012,1157,91
BAJA: Edge of Control HD,350.000,2.0,DirectX 11 compatible like GeForce GT 730 1GB VRAM,5.0,Racing Sports Offroad,14 Sep, 2017,73,80
Save 70% on E-Startup,21.000,4.0,AMD Radeon 6000 Series or equivalent,0.390625,Indie Simulation Strategy Management Resource Management Sandbox Early Access Building Singleplayer Point & Click,26 Apr, 2018,,0
Hade,60.000,2.0,Graphics card supporting DirectX 9.0c,0.09765625,Casual Indie Strategy Puzzle Minimalist Difficult Singleplayer Relaxing,2 Dec, 2016,86,89
Warhammer Quest,165.000,4.0,GeForce 200 series+,2.0,RPG Strategy Turn-Based Board Game Games Workshop Fantasy Singleplayer Tactical Turn-Based Tactics Dungeon Crawler Warhammer 40K,7 Jan, 2015,,0
Her Story,80.000,2.0,512MB,2.0,Detective FMV Indie Story Rich Female Protagonist Mystery Realistic Singleplayer Adventure Simulation Puzzle Crime Casual Horror Experimental Psychological Horror Visual Novel Point & Click Short Emotional,24 Jun, 2015,3767,90
Vile,120.000,2.0,NVIDIA GT/s 4xx or Equivalent,0.2685546875,Early Access Action Indie Early Access Rogue-lite Local Co-Op Top-Down Shooter Local Multiplayer Shooter Pixel Graphics 2D Procedural Generation Singleplayer Great Soundtrack Multiplayer Dungeon Crawler Gothic Rogue-like Action-Adventure Twin Stick Shooter,23 Oct, 2018,,0
Dr. Cares - Amy's Pet Clinic,150.000,0.5,256 Mb Card,0.87890625,Casual Simulation Adventure,2 May, 2018,16,81
Delta Force — Black Hawk Down: Team Sabre,120.000,0.5,64 MB 3D Card,0,Action FPS,20 Jan, 2004,166,92
Hello Charlotte EP3: Childhood's End,43.000,0.48828125,1024 x 768 pixels desktop resolution,0.48828125,Indie Gore Violent RPG RPGMaker Story Rich Psychological Horror Anime,4 Jan, 2018,228,98
Boss Crushers,165.000,4.0,GeForce GTX 750 Ti,1.3671875,Early Access Indie Action Early Access Multiplayer Rogue-lite Co-op Rogue-like,15 Mar, 2018,19,78
Luxor Evolved,120.000,0.5,128MB,0,Casual Action Indie Match 3 Arcade Puzzle,1 Mar, 2012,84,97
STRIDER™ / ストライダー飛竜®,206.000,4.0,ATI Radeon HD 5770 / GeForce GTX 460 or better,3.61328125,Platformer Metroidvania Action Ninja Side Scroller Hack and Slash Arcade 2.5D Adventure Retro Classic Remake Singleplayer Fast-Paced Controller Sci-fi 2D Anime Beat 'em up Cyberpunk,19 Feb, 2014,1354,86
Umineko When They Cry - Question Arcs,220.000,1.0,1280 x 960,3.0,Great Soundtrack Mystery Visual Novel Story Rich Anime Fantasy Horror Cult Classic Adventure Atmospheric Psychological Horror Philisophical Psychological Detective,8 Jul, 2016,278,97
12 Labours of Hercules,43.000,0.5,1024x768 resolution,0.29296875,Casual Time Management Strategy Singleplayer Resource Management Mythology 2D Indie Management Puzzle,23 Mar, 2015,1971,93
The Adventure Pals,165.000,4.0,Radeon HD5450 or better; 256 MB or higher,1.46484375,Adventure Action Indie RPG Platformer Local Co-Op Cute,3 Apr, 2018,169,95
Call of Duty®: Ghosts,Not Available,0,,0,Dog FPS Action Multiplayer Shooter First-Person Military Singleplayer War Co-op Online Co-Op America Short Linear Fast-Paced Hacking Survival Horror Futuristic Tactical Team-Based,25 Mar, 2014,,0
Jet Set Radio,100.000,1.0,256Mb video RAM or more (256Mb video RAM or more),0,Great Soundtrack Classic Action Platformer 3D Platformer Colorful Singleplayer Arcade Stylized Third Person Music Controller Atmospheric Sports Parkour Cult Classic Retro Open World Anime Female Protagonist,19 Sep, 2012,1592,88
Murder Miners,15.000,1.0,,0.244140625,Indie Action FPS Multiplayer Zombies Sandbox Shooter First-Person Co-op Arena Shooter Voxel PvP Building Sci-fi Competitive Parkour Team-Based Controller Casual Great Soundtrack,25 Jul, 2014,3110,83
Stranger of Sword City / 剣の街の異邦人 ～黒の宮殿～,188.000,1.0,VRAM 256MB,1.0,RPG Dungeon Crawler JRPG Turn-Based Anime First-Person Grid-Based Movement Character Customization Difficult Party-Based RPG,6 Jun, 2016,,0
Battle Academy,165.000,0.5,128 MB DirectX 9 Compatible Graphics Card,0.48828125,Strategy World War II Turn-Based Strategy Turn-Based Wargame Singleplayer Multiplayer Replay Value,4 Aug, 2010,80,85
Them & Us,175.000,4.0,GeForce GTX 460 or an equivalent 1GB VRAM card,3.0,Early Access Adventure Action Indie Violent Gore Early Access Horror Survival Horror Survival,7 Sep, 2018,20,75
Rocketbirds: Hardboiled Chicken,70.000,2.0,256 MB with Open GL 2.1,0,Indie Platformer Action Adventure Great Soundtrack Co-op Local Co-Op 2D Shooter Funny Puzzle Online Co-Op Singleplayer Multiplayer Controller Side Scroller,15 Oct, 2012,1570,81
Peace, Death!,70.000,1.0,512 Mb DirectX 9 compatible video card with shader model 3.0 support,0.09765625,Indie Casual Simulation Pixel Graphics Funny Memes Comedy 2D Retro Dark Humor Great Soundtrack Singleplayer,24 Mar, 2017,962,94
Earth 2150 Trilogy,90.000,1.0,3D graphics card with TnL support and 64 MB RAM,2.0,Strategy RTS Sci-fi Classic,20 May, 2000,,0
Gas Guzzlers Extreme,220.000,3.0,DirectX(R) 9 Compatible Graphics Card with SM 3.0.  (GeForce(R) 8800 Ultra or 4850 AMD/ATi) with 512 MB RAM,12.0,Racing Action Multiplayer Shooter Sports Co-op Arena Shooter Zombies Singleplayer Destruction Driving Funny Arcade Open World Controller Fast-Paced Casual Horror,8 Oct, 2013,2152,85
Dragon Spear,165.000,1.0,Intel HD4000, AMD HD 6550D (or higher),4.0,Action Nudity RPG Sexual Content Indie Adventure Beat 'em up Anime Hack and Slash,15 Aug, 2018,,0
Full Ace Tennis Simulator,220.000,1.0,3D card with OpenGL 3.0 or DirectX9 512 Mb,1.0,Sports Simulation,28 Feb, 2018,76,85
Grim Tales: The Stone Queen Collector's Edition,120.000,1.0,,0.88671875,Adventure Casual Hidden Object,27 Apr, 2018,,0
Gladiabots,165.000,1.0,Must support OpenGL 2.1 or higher. Intel HD 3000 or better.,0.1953125,Early Access Strategy Early Access Indie Programming Artificial Intelligence Robots Multiplayer Tactical Asynchronous Multiplayer Sci-fi Competitive Character Customization Singleplayer Logic Tutorial Mouse only Education Difficult Sandbox,9 Aug, 2018,167,94
Robbery Bob: Man of Steal,Not Available,1.0,OpenGL-compatible graphics card (512MB),0.1953125,Action Casual Indie Stealth,21 Oct, 2015,20,95
Save 80% on Crime Girl,24.000,1.0,1280x720 minimum resolution,0.1953125,Action Casual,17 Sep, 2018,,0
Immortal Redneck,188.000,2.0,NVIDIA GeForce GTX650 or equivalent with 2GB VRAM,7.0,Action Rogue-lite Indie FPS Shooter Rogue-like Difficult Singleplayer First-Person,25 Apr, 2017,892,92
霎时晴荫,100.000,4.0,N/A,1.46484375,Casual Indie Visual Novel Anime,20 Nov, 2018,17,94
Majesty Gold HD,120.000,0.0078125,,0,Strategy Simulation Fantasy Base Building Singleplayer Isometric RTS Economy Multiplayer Classic,23 Mar, 2001,289,94
Puzzle With Your Friends,70.000,1.0,512MB,0,Casual Indie Online Co-Op Puzzle Family Friendly,24 Apr, 2018,43,95
ZOMBI,330.000,4.0,nVidia GeForce GTS 450 or AMD Radeon HD5770 (1024MB VRAM),25.0,Zombies Survival Action Survival Horror First-Person Horror Open World Multiplayer Adventure Gore Singleplayer FPS Perma Death Atmospheric Violent Shooter Crafting Co-op Post-apocalyptic Rogue-like,18 Aug, 2015,,0
Absolute Drift,140.000,2.0,512 MB RAM,0.341796875,Racing Driving Indie Sports Simulation Minimalist Action Great Soundtrack Singleplayer Top-Down Physics Casual,29 Jul, 2015,1245,90
Miner Warfare,43.000,0.9765625,DirectX10 compatible GPU with at least 256MB of VRAM,0.09765625,Indie 4 Player Local Local Multiplayer Casual Action,6 Apr, 2012,107,82
Nurse Love Addiction,310.000,2.0,DirectX 8.1 capable GPU,4.0,Anime Nudity Female Protagonist Sexual Content Visual Novel Mature Romance Dating Sim Simulation Cute Adventure Story Rich Psychological Horror Singleplayer Memes,8 Jul, 2016,440,93
Yet Another Zombie Defense HD,58.000,2.0,DirectX 9 compatible,0.390625,Action Zombies Tower Defense Gore Survival Co-op Violent Indie Online Co-Op Multiplayer Top-Down Shooter 4 Player Local Local Co-Op Local Multiplayer Arena Shooter,25 Aug, 2017,710,80
Heaven Will Be Mine,165.000,2.0,Intel HD 3000 or better,2.0,Indie Visual Novel Female Protagonist Sci-fi Sexual Content Romance,25 Jul, 2018,134,97
Save 75% on Starpoint Gemini Warlords,70.000,8.0,DirectX 11 nVidia GeForce GTX 470 / 560, 1280MB or equivalent,15.0,Space Open World Action Strategy RPG Simulation Sci-fi Space Sim Singleplayer Sandbox 4X Base Building Moddable Strategy RPG Indie Early Access Multiplayer 3D,23 May, 2017,1925,74
.hack//G.U. Last Recode,Not Available,4.0,Radeon HD 6870, 1 GB / GeForce GTX 460, 768 MB,40.0,RPG Anime JRPG Story Rich Singleplayer Great Soundtrack Action RPG Action Nudity Classic Fantasy,3 Nov, 2017,1038,88
Low Magic Age,120.000,0.5,Intel HD Graphics or better,0.1953125,Early Access RPG Strategy Early Access Adventure Indie Casual Turn-Based Turn-Based Combat Turn-Based Tactics Tactical RPG Fantasy Loot Singleplayer Tactical 2D Classic Difficult Rogue-like Crafting,10 Jan, 2017,1020,91
Royal Casino: Video Poker,68.000,0.5,Intel HD2000,0.1953125,Casual Indie Gambling,9 Jan, 2018,50,90
Alicemare,43.000,1.0,Integrated graphics,0.078125,Indie Adventure Pixel Graphics Anime Horror RPG Story Rich RPGMaker Great Soundtrack Puzzle Psychological Horror 2D Multiple Endings Singleplayer Fantasy Atmospheric Cute JRPG Short Casual,21 Nov, 2016,388,88
Save 50% on Vaporum,94.000,4.0,NVIDIA GeForce 400 series 512 MB video card or AMD equivalent,6.0,RPG Dungeon Crawler Indie Grid-Based Movement Steampunk Action First-Person Adventure Puzzle Atmospheric Real-Time CRPG Real Time Tactics Difficult Character Customization Replay Value Retro Tactical Tactical RPG Fantasy,28 Sep, 2017,320,91
Railroad Tycoon 3,178.000,0,,0,Strategy Management Trains Simulation Real-Time with Pause Economy Classic Singleplayer,23 Oct, 2003,421,71
SNOW,0,4.0,NVIDIA GeForce 400 series or AMD Radeon HD 6000 series,10.0,Early Access Sports Free to Play Multiplayer Open World Simulation Early Access Indie Realistic First-Person VR Singleplayer Adventure Action Controller Exploration Third Person Funny Massively Multiplayer Casual,10 Oct, 2013,,0
Tales of Symphonia,330.000,1.0,Nvidia GeForce 8800GT / ATI Radeon HD 4830,7.0,JRPG RPG Anime Story Rich Action RPG Fantasy Great Soundtrack Adventure Classic Singleplayer Action Open World Local Co-Op Replay Value Atmospheric Co-op Local Multiplayer Masterpiece Epic,1 Feb, 2016,1915,81
The Last Door - Collector's Edition,120.000,1.0,Integrated with 64 MB RAM,0.390625,Pixel Graphics Point & Click Horror Adventure Lovecraftian Indie Atmospheric Story Rich Singleplayer Great Soundtrack Puzzle Mystery,20 May, 2014,908,96
Quest for Glory 1-5,227.000,0.5,DirectX 7 Compatible 3D Card,2.0,Adventure 1990's 1980s RPG Classic Fantasy Point & Click Pixel Graphics 2D,1 Oct, 1989,86,90
Zuma's Revenge!,70.000,0.0,DirectX-compatible; 16MB (minimum, lo-res mode), 92+MB (recommended, hi-res mode)16-bit or 32-bit color mode (256 colors may not work) -Note: For hi-res mode, you need at least 768MB of RAM and at least 92MB of video RAM, as well as a desktop resolution greater than or equal to 1000 pixels in height.,0,Casual Action Singleplayer Match 3 Puzzle,15 Sep, 2009,315,95
The Impossible Game,70.000,2.0,OpenGL 2.0 support,0.146484375,Indie Great Soundtrack Difficult Platformer Level Editor Music Casual 2D Addictive Singleplayer,8 May, 2014,833,85
THE KING OF FIGHTERS '97 GLOBAL MATCH,120.000,0,Onboard graphics chipset with 256MB video RAM,0.1953125,Action 2D Fighter Fighting,3 Apr, 2018,,0
The Take,120.000,8.0,NVIDIA GTX 970 / AMD 290 equivalent or greater,0.29296875,Casual Indie Strategy VR,2 Apr, 2018,,0
Sky Knights,120.000,4.0,DX10 Compatible GPU with 1 GB VRAM,1.0,Early Access Early Access Indie Action Strategy Flight 1980s Team-Based Wargame,27 Jul, 2017,242,96
Save 50% on Voxel Race,7.500,2.0,Intel HD Graphique,0.1953125,Indie Casual Racing Relaxing Open World Third Person Voxel Great Soundtrack Arcade Simulation Pixel Graphics Retro Singleplayer Colorful Family Friendly Controller Fantasy,6 Nov, 2018,41,80
Lifeless Planet Premier Edition,188.000,1.46484375,NVidia/ATI Dedicated Graphics (Integrated Intel Graphics not supported),0.87890625,Walking Simulator Adventure Atmospheric Exploration Sci-fi Indie Space Third Person Singleplayer Horror Mystery Platformer Action Open World Story Rich Puzzle Survival Post-apocalyptic Kickstarter Great Soundtrack,6 Jun, 2014,1888,78
Teddy Floppy Ear - Kayaking,70.000,0,nVidia GeForce 7800, ATI/AMD Radeaon HD2600/3600,0,Adventure Casual Family Friendly Indie Memes Singleplayer Cute Great Soundtrack Story Rich Point & Click Female Protagonist,16 Jan, 2015,249,79
X-COM: Interceptor,88.000,0.0,Must be capable of 16-bit graphics (High Color) and have a minimum of 2MB of video RAM,0,Strategy Sci-fi Space Flight Space Sim Singleplayer,15 Jun, 1998,,0
X-COM: Enforcer,88.000,0.03125,,0,Strategy Shooter Action Third-Person Shooter Sci-fi Aliens,19 Apr, 2001,,0
Save 25% on Age of Gladiators II: Rome,141.000,4.0,Hardware Accelerated Graphics with dedicated memory,0.7421875,Strategy RPG Indie Sports Management Rome Simulation Alternate History Turn-Based Historical Turn-Based Strategy Turn-Based Tactics Isometric Tactical Replay Value Addictive Strategy RPG Swordplay Singleplayer Turn-Based Combat,21 Aug, 2018,,0
DLC Quest,43.000,0.5,DirectX 9, Shader Model 2.0, 128MB,0,Platformer Indie Satire Comedy Short Parody Pixel Graphics 2D Singleplayer Funny Retro Casual Adventure Side Scroller Exploration Metroidvania Action Memes Zombies Dark Comedy,18 Mar, 2013,4945,88
Oriental Empires,250.000,4.0,256 MB DX 9 Compliant videocard with pixel shader 3,0,2.0,Strategy Simulation Historical Turn-Based Strategy Turn-Based 4X Indie War Grand Strategy Multiplayer PvP Sandbox Military Singleplayer Early Access Survival Tactical Adventure,14 Sep, 2017,1285,77
Gunman Taco Truck,43.000,0.09765625,,0.09765625,Action Indie Strategy Pixel Graphics Post-apocalyptic,28 Jan, 2017,87,82
Paint it Back,100.000,1.0,Any 3D capable card,0.1904296875,Casual Puzzle Indie,14 Oct, 2015,311,98
The Swords of Ditto,188.000,4.0,Intel HD 4000,1.0,Adventure RPG Action Indie Rogue-like Co-op Local Co-Op 2D Rogue-lite Cute Multiplayer Hand-drawn Top-Down Cartoon Singleplayer,24 Apr, 2018,,0
Farming Simulator 2011,120.000,1.0,Nvidia Geforce 6800 Series, ATI Radeon X850, S3 Chrome 430 GT or better (min 256 MB VRAM),0,Simulation Agriculture Multiplayer Open World Singleplayer,29 Oct, 2010,330,83
Environmental Station Alpha,100.000,0.5,NVIDIA GeForce 310M,0.029296875,Metroidvania Pixel Graphics Indie Adventure Action Platformer Difficult Retro 2D Great Soundtrack Atmospheric Singleplayer,22 Apr, 2015,458,91
Kopanito All-Stars Soccer,80.000,1.0,Hardware Accelerated Graphics with 256 MB of dedicated memory,0.48828125,Sports Indie Action Soccer Local Multiplayer Football Local Co-Op 4 Player Local Funny Family Friendly Multiplayer Singleplayer Fast-Paced Difficult Early Access,16 Nov, 2016,1308,80
No Heroes Here,165.000,0.001953125,512 Mb,2.0,Strategy Indie Simulation Casual Adventure Action Platformer Co-op Local Co-Op Pixel Graphics Tower Defense,3 Oct, 2017,131,90
The Turing Test,416.500,4.0,NVIDIA GeForce GTX 560 / ATI Radeon HD 5770,10.0,Puzzle First-Person Female Protagonist Adventure Sci-fi Space Singleplayer Great Soundtrack Atmospheric Story Rich Short Psychological Horror Walking Simulator Horror,30 Aug, 2016,2201,86
Worm.is: The Game,0,0.5,,0,Free to Play Casual Multiplayer Funny 2D Strategy Action Co-op Competitive Online Co-Op Arcade Illuminati 3D Vision Simulation Horror Family Friendly,4 May, 2016,4431,80
Holy Potatoes! A Spy Story?!,165.000,4.0,ATI Radeon HD4000 series or nVidia GeForce 9000 series,3.0,Casual Simulation Indie Strategy Isometric Real-Time with Pause Singleplayer 2D Funny Management Cute,7 Nov, 2018,,0
Survival: Last Day,58.000,4.0,GTX 460 1GB / HD 5850 1GB,2.0,Survival Multiplayer Action Adventure Open World Indie Crafting Building Sandbox First-Person Early Access RPG Survival Horror Exploration Post-apocalyptic FPS Shooter Simulation Strategy Zombies,22 Oct, 2018,,0
Sébastien Loeb Rally EVO,188.000,4.0,Gigabyte GF GTX 660Ti / Radeon R9 270X,30.0,Racing Simulation Sports Offroad Singleplayer,29 Jan, 2016,,0
Maitetsu,165.000,0.5,Integrated graphics,6.0,Casual Visual Novel Trains Anime Sexual Content Cute,29 Jun, 2018,91,96
Spark the Electric Jester,100.000,2.0,,0.390625,Action Platformer 2D Great Soundtrack Pixel Graphics Singleplayer Fast-Paced Indie Retro Adventure,10 Apr, 2017,262,91
Blazing Core,180.000,8.0,AMD Radeon™ HD 7850 2 Gb,5.0,Early Access Action Massively Multiplayer Early Access Mechs PvP Team-Based Shooter Tactical Robots,18 Oct, 2018,11,90
Emergency 2014,120.000,2.0,DirectX9 compatible PCI Express graphics card (Nvidia 7600, ATI X1800 equivalent or higher) with 512MB VRAM (not guaranteed to run on mobile graphics cards),0,Simulation Strategy RTS Singleplayer Realistic Multiplayer,15 Nov, 2013,,0
Sam & Max: Season Two,188.000,0.0,32MB 3D-accelerated video card,0,Adventure Point & Click,16 May, 2008,,0
Sam & Max: Season One,188.000,0.0,,0,Adventure Point & Click Comedy Detective Mystery Episodic Funny Action Puzzle,2 Nov, 2007,,0
Hasbro's BATTLESHIP,120.000,0,DirectX 10 class GPU [1280 x 720],2.0,Casual Strategy Singleplayer Multiplayer,14 Aug, 2018,,0
Peak Angle: Drift Online,100.000,2.0,l Notes:Supported Graphics Cards: AMD HD5000 Series, HD6000 Series, HD7000 Series, R7 Series, R9 Series Nvidia GTX400 Series, GTX500 Series, GTX600 Series, GTX700 Series, GTX900 Series Intel HD4000 Series, HD5000 Series,7.0,Racing Simulation Massively Multiplayer Sports Multiplayer Driving Free to Play,25 Nov, 2016,,0
Rusty Lake Hotel,30.000,1.0,,0.0390625,Indie Adventure Point & Click Puzzle Horror Psychological Horror Surreal,29 Jan, 2016,1242,93
Nancy Drew®: Ghost of Thornton Hall,188.000,0.5,128 MB DirectX 9.0 compatible video card,0,Adventure Mystery Point & Click Female Protagonist Puzzle Singleplayer,14 May, 2013,52,92
LUMINES REMASTERED,165.000,4.0,NVIDIA GeForce GT630 equivalent or greater,2.0,Casual Indie Music Puzzle,26 Jun, 2018,109,94
Blackguards 2,165.000,4.0,Intel HD4000, nVidia or AMD graphic card,12.0,RPG Strategy Turn-Based Adventure Indie Fantasy Turn-Based Combat Singleplayer Turn-Based Strategy Female Protagonist Tactical Tactical RPG Dark Fantasy,20 Jan, 2015,,0
Alone in the Dark 2,165.000,0.5,3D Graphics card compatible with DirectX7,2.0,Adventure Action Horror Classic,25 Sep, 1994,14,78
Alone in the Dark 3,165.000,0.5,3D Graphics card compatible with DirectX7,2.0,Action Adventure Classic,16 Mar, 1995,10,70
Leaflet Love Story,43.000,0.00048828125,,0.48828125,Casual Adventure Indie RPG Sexual Content Visual Novel Anime,20 Aug, 2018,215,91
Save 50% on Nelly Cootalot: The Fowl Fleet,94.000,2.0,256MB VRAM,6.0,Adventure Indie Point & Click Pirates Funny Comedy Female Protagonist Singleplayer 2D Puzzle Hand-drawn Story Rich Classic Great Soundtrack Cute Third Person,22 Mar, 2016,74,89
Don't Notice Me,100.000,2.0,,2.0,Adventure Indie Casual Simulation,7 Nov, 2018,10,90
Save 70% on BANG! BANG! Totally Accurate Redneck Simulator,13.000,0.5,Graphics card with latest drivers,0.48828125,Early Access Action Indie Casual Simulation Early Access Physics Intentionally Awkward Controls Hand-drawn Bullet Time,13 Mar, 2018,44,90
Lost in Vivo,140.000,4.0,2GB Intregraded graphics,0.5859375,Violent Indie Psychological Horror Atmospheric Psychological Horror FPS,5 Nov, 2018,41,92
BlazBlue: Cross Tag Battle,390.000,4.0,GeForce GTX 650 / Radeon R7 250 or better,20.0,2D Fighter Anime Action Fighting Great Soundtrack Local Multiplayer e-sports Controller Singleplayer Cute Story Rich Multiplayer Tutorial Pixel Graphics,5 Jun, 2018,1085,74
Nancy Drew®: Last Train to Blue Moon Canyon,90.000,0.0,32-bit DirectX 8.0 compatible video card,0,Adventure Point & Click Mystery Female Protagonist Puzzle Detective,18 Oct, 2005,41,92
Nancy Drew®: The Haunted Carousel,90.000,0.0,16-bit graphics video card,0,Adventure Point & Click Mystery Female Protagonist Puzzle Detective,22 Aug, 2003,29,89
Nancy Drew®: Danger on Deception Island,90.000,0.0,16-bit graphics video card,0,Adventure Point & Click Mystery Female Protagonist Detective Puzzle,1 Oct, 2003,29,96
Nancy Drew®: Ghost Dogs of Moon Lake,90.000,0.0,16-bit DirectX 7.0 compatible,0,Adventure Point & Click Mystery Puzzle Female Protagonist Detective,9 Nov, 2002,28,92
Nancy Drew®: Legend of the Crystal Skull,90.000,0.125,32 MB DirectX 9.0 compatible video card,0,Adventure Point & Click Mystery Female Protagonist Puzzle Detective,1 Oct, 2007,22,90
Nancy Drew®: Secret of the Old Clock,90.000,0.0,16-bit DirectX compatible video card,0,Adventure Point & Click Mystery Female Protagonist Puzzle Detective,26 Jul, 2005,23,95
Nancy Drew®: Secret of the Scarlet Hand,90.000,0.015625,16 MB DirectX 7.0 compatible video card,0,Action Puzzle Point & Click Female Protagonist Mystery Adventure,4 Sep, 2002,17,82
Nancy Drew®: The Phantom of Venice,90.000,0.125,32 MB DirectX 9.0 compatible video card,0,Adventure Point & Click Puzzle Mystery Female Protagonist Detective,1 Jul, 2008,20,80
Nancy Drew® Dossier: Resorting to Danger!,90.000,0.0,32-bit DirectX 9.0 compatible video card,0,Hidden Object Female Protagonist Puzzle,19 Nov, 2009,25,80
Nancy Drew®: Warnings at Waverly Academy,90.000,0.0,32-bit DirectX 9.0 compatible video card,0,Adventure Point & Click Mystery Female Protagonist Puzzle Detective,13 Jan, 2010,39,89
Realms of the Haunting,43.000,0.5,3D graphics card compatible with DirectX 7,0,Action Horror FMV First-Person Adventure FPS Retro Classic Point & Click 1990's Singleplayer Shooter,31 Dec, 1996,88,93
Sam & Max: The Devil’s Playhouse ,188.000,0.00791015625,,0,Adventure Point & Click Comedy Detective Mystery Episodic Funny Action Singleplayer,15 Apr, 2010,,0
黑暗料理?!,43.000,2.0,1024x768 High Color +,0.390625,Strategy Indie Casual Simulation,27 Nov, 2018,,0
Shadows 2: Perfidia,120.000,4.0,GTX 550 Ti,1.0,Adventure Indie Casual Action Survival Horror Horror,24 Mar, 2017,129,80
Hacker.exe,110.000,4.0,(Integrated): Intel HD Graphics or AMD (formerly ATI) Radeon HD Graphics (Discrete): Nvidia GeForce 9600 GT or AMD Radeon HD 2400,0.078125,Casual Simulation Indie Adventure Action Strategy Hacking Horror,14 Sep, 2018,,0
Fox Hime,30.000,1.0,DirectX 9 compatible graphics card,1.0,Visual Novel Anime Sexual Content Casual Nudity Adventure Indie Cute,2 Nov, 2017,2531,86
DreadOut: Keepers of The Dark,90.000,4.0,NVIDIA GeForce GTS 450,5.0,Horror Indie Female Protagonist Adventure Third Person Survival Horror Nudity Violent Gore Atmospheric,24 Mar, 2016,371,81
Fancy Skiing VR,120.000,4.0,GTX970,0.29296875,Sports Adventure VR,6 Aug, 2016,161,79
